0x0000000000007f150bd6f54c40a34d7c3d5e9f56,6080194652761,5469965449599
0x00000000a991c429ee2ec6df19d40fe0c80088b8,1246016629701,2050239432427
0x000000fee13a103a10d593b9ae06b3e05f2e7e1c,80552034714502,2947724195162299
0x000b30cccc05f85c45349a6f462c681542c0afe4,985978355355798370964,0
0x0034ce0fa9f85942fafbf1936f10de67422a0b0d,242829523715161068,0
0x0090eb43008a030065000000e70099482c00b6df,4450275677933,4003630737122
0x0096913d68a000311266250f0000000000e04c00,5448856659148,6730477677993
0x00eca7df96ad0bbbc81948004670b1fc745a9a62,415470628756152561,1
0x00fc00900000002c00be4ef8f49c000211000c43,3488920060872,6211689379723
0x010d0745389c54c1b3ce12f31696775939de54ca,1087745918747187844,1
0x012a2a736851f57d00d892ea801263814185d5df,5240611089577230885,0
0x01356095f1f83de211d2f5c0aad49ab30b745dac,574134708243233137,0
0x0170584f47a7977b9099da67df39082df8610d88,9792991697155576,9792991697155576
0x01808d0045245a49013ac468f2ef50c21440420d,1040333099730965507,30198130850105
0x0187378051c0f7dcc4d364c318eb899cfd4a2010,2061361896245232864,866029543426
0x018abc2b6bc71013efd9f98f2104ca53132db615,105088653680054,0
0x01be3513f2018506ad36bc0c69c96d3da5229617,626906066252420,1
0x01d1d520d9073b863be696ac9ab2dc47164ef926,12421214059396914,16998622922652604
0x0213a39800a9c216e3f4267ee78b5eb99cd54549,17647533720326556,1001053804621882
0x022f4d861e2903b53aee85f51d4b7d109b75fe1b,551520179355897512,1
0x0257c68c25f12b4aac4adc0c880f8f40209b8158,20681123243305394,20681123243305394
0x025a150d385e199eef5cd913f37ee997938ddfb5,380441090634031512,1
0x02643e0afcdfdc90ecf9df55eaa305ccb3d94886,5729824019208709,5729824019208709
0x0287763a7f63c74bc49012d1c7e78e92a5f2646f,5127144852247528,5127144852247528
0x029f1c62662cbbfe79ce55b285fee4e2db081a06,10737485661424810083,6664133445069992216
0x02ab6f4a549bef3714b017f9853c9f68edf8b556,2033517314456232,2033517314456232
0x02e0c302380aa679189d9caa349a0da5a6a19108,52104649468470684,0
0x02e2e82bf6f79d92e0d776e85a56739d223a4914,114195467920513238,0
0x03098d021e9f45e594f1588a30078e95410df80e,1035672039350067357,1035672039350067357
0x03104c9661f97a1a882a797964f46d968d518126,1420911828890081129,1938356751705826477
0x0365566ef442e63ea7e6905afde6bb749c845fa6,1038323142901712875,0
0x0374b8b9b515dc83c4bc8b4706fdab15dfcd599e,56816494009763951,0
0x038cdcccc1077ac50335cf18feaa308a0e0546b7,129055486214341755,0
0x03b71a809ce7ef072aad05abf35e0146fbf643a9,1025092485163153017,0
0x03bd9bcb5779d64c6711b8aa56be212e3550dc4a,5933363069355980818,0
0x044bd2e8ee4fd5ffe5c1644193191d4b16089fcb,9544951874526429,9544951874526429
0x0497346649935851e41035d61d9b89492a1ac02f,21360762771943260610,1
0x04c18cbf703c72591f1800b52d801a948f55e00c,260820269034579240,0
0x04c37f943c17d37c1a99a02d37ab42d5f0b565a0,5346418456197487804,0
0x0505e02a042b1c45e2ba6fc154b846831707ab3b,104243762276805039,0
0x0542bb6fb48244bea6e59accfb6da58096ccf89e,1046110899782605,1046110899782605
0x0546af2f351e70a9e2a43d81f8098b6a572eef0c,284612321066261344,0
0x058adc6b6c242b70fd212ee7a71a1e35dd742c0e,10882775933260727,0
0x05915ad65dd0641f5c1f07916727b2b837be13ac,1225998417246100743,307376442926
0x05c57f574c5a3cbdb51a3ca2ccbe0171d1f9765a,11115599739678410,5000000000000000
0x05ecaf39376088d7c8bf1acc06015f71e35bfe35,307922747359286,2574492647981795
0x0633a6b20f1541681466eff9cca3618cc318d722,373863006009213915,0
0x063f0ac1c0b129a8c2dcd03f945510411f2e44fd,5690596725887460800,0
0x065d5d9a9d3d3fb22e5c13b5881f01306315a85a,461041076609564,461041076609564
0x065dc6bd02682b0fa3d3cc1c10902fe716f8cd89,8269263167466767,1
0x068d4e960382d8464938971e558819f2f83fb55f,2330105993288616072,2330105993288616071
0x0693e566e00d95edea67deb414e49c17768d6596,27789987421051645,17713599259529164
0x069b3df3bc8b2daba525a12bf0984a030febb0ca,325114290965180389,0
0x06caa8da11abef48dc3c7fc8a8ad39a02446e2ef,1263646274240267544,1
0x06cf2729d0af5e32ebcc5fd82a96b497c99c1e7c,61696406161771620,2
0x073197fa2656bdaf1ca018b7b333379683b1d8ad,111,300
0x07554b5e8747fa4e67d545252bb6e45845ac42f8,20821767353623495,819225147504052
0x076382a88a9db6ce8afb744db7ec7746c086f0d3,10828935746778942580,0
0x0776e42ec915030567883bec88ac01e5eddcb2b1,20491571461036002,0
0x0791b91ecb61b6f2a95b206dfd5b0dad88bba7aa,2723321936221210692449,81937111267200614
0x07afdb837e1157ba18c5f99b3ef7904b65e45885,3124070367134183596,0
0x07d7685becb1a72a1cf614b4067419334c9f1b4d,270830494344481652680,0
0x07e671c7d800c2fb99596ecce5e42a99919b8431,42785216416189703450,0
0x0800ec8247506f17d02f3a16988c35b8eb2932d9,19382448355196314350,0
0x0812461e7b31e10df638dda3dd3b85b3fd67626f,116501518419274933,116501518419274933
0x082110d0b95562bb44ffbbca7e0bafb060c9fef5,5366025453360628285,0
0x0833f6ab41b6c1bec1243d4b2a3037203e49e109,2559109141590963258,2559109141590963258
0x0838788aad1019f364952d3dfa33a887cbe71023,191921993802638931,1
0x08596d48fa0173e10767113da789ef507512c7da,51454408657602668,1
0x088b75ba52440c1f80bc1070f9a0243e0dc564d3,32469073784645074772,0
0x088e1da8f1dd0144c1c874f3793d7c93ab875071,2983895626055047643,1
0x08cce1a81d8c1bad66573d211c2f52fa01c7378a,6660547968104731582,0
0x0917bca2a06120f511b4e21858e12ddeb049552b,7203693303672847541,1
0x0921e4fa2f85b6461fa83961d28dc7e1f9a32b40,36614137751831,32939417223826
